"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.177472082E0,-1.380000019E1,-4.370625305E1,-7.143750191E0,4.638652528E1
3.187472082E0,-1.355625057E1,-4.363125229E1,-7.350000381E0,4.627613436E1
3.197472082E0,-1.361250019E1,-4.351875305E1,-7.350000381E0,4.618662722E1
3.207472082E0,-1.350000095E1,-4.351875305E1,-7.312500477E0,4.614763868E1
3.217472082E0,-1.348125076E1,-4.348125076E1,-7.200000286E0,4.608907999E1
3.227472082E0,-1.346250057E1,-4.353750229E1,-7.312500477E0,4.615436805E1
3.237472082E0,-1.333125019E1,-4.333125305E1,-7.425000191E0,4.593963812E1
3.247472082E0,-1.350000095E1,-4.351875305E1,-7.537500381E0,4.618382623E1
3.257472082E0,-1.376250076E1,-4.383750153E1,-7.537500381E0,4.656121647E1
3.267472082E0,-1.393125057E1,-4.385625076E1,-7.443750381E0,4.661394527E1
3.277472082E0,-1.396875095E1,-4.385625076E1,-7.425000191E0,4.662217672E1
3.287472082E0,-1.393125057E1,-4.387500000E1,-7.368750095E0,4.661967230E1
3.297472082E0,-1.391250038E1,-4.398750305E1,-7.443750381E0,4.673186826E1
3.307472082E0,-1.381875038E1,-4.410000229E1,-7.406250477E0,4.680406617E1
3.317472082E0,-1.374375057E1,-4.417500305E1,-7.406250477E0,4.685268531E1
3.327472082E0,-1.374375057E1,-4.411875153E1,-7.331250191E0,4.678784185E1
3.337472082E0,-1.365000057E1,-4.410000229E1,-7.125000477E0,4.671079478E1
3.347472082E0,-1.381875038E1,-4.425000000E1,-7.068750381E0,4.689336407E1
3.357472082E0,-1.398750019E1,-4.441875076E1,-7.218750477E0,4.712521554E1
3.367472082E0,-1.395000076E1,-4.440000153E1,-7.087500095E0,4.707648367E1
3.377472082E0,-1.396875095E1,-4.434375000E1,-6.881250381E0,4.699835927E1
3.387472082E0,-1.408125019E1,-4.426875305E1,-6.862500191E0,4.695847115E1
3.397472082E0,-1.396875095E1,-4.410000229E1,-6.750000477E0,4.674931777E1
3.407472082E0,-1.387500095E1,-4.393125153E1,-6.768750191E0,4.656486327E1
3.417472082E0,-1.383750057E1,-4.378125000E1,-6.825000286E0,4.642041472E1
3.427472082E0,-1.365000057E1,-4.378125000E1,-6.768750191E0,4.635662139E1
3.437472082E0,-1.353750038E1,-4.381875229E1,-6.712500095E0,4.635088593E1
3.447472082E0,-1.351875019E1,-4.374375153E1,-6.600000381E0,4.625832260E1
3.457472082E0,-1.372500038E1,-4.385625076E1,-6.787500381E0,4.645230380E1
3.467472082E0,-1.361250019E1,-4.387500000E1,-6.750000477E0,4.643143647E1
3.477472082E0,-1.370625019E1,-4.396875000E1,-6.843750477E0,4.656124130E1
3.487472082E0,-1.370625019E1,-4.417500305E1,-6.712500095E0,4.673702864E1
3.497472082E0,-1.357500076E1,-4.411875153E1,-6.712500095E0,4.664549860E1
3.507472082E0,-1.363125038E1,-4.411875153E1,-6.600000381E0,4.664584899E1
3.517472082E0,-1.346250057E1,-4.395000076E1,-6.487500191E0,4.642121441E1
3.527472082E0,-1.370625019E1,-4.428750229E1,-6.337500095E0,4.679111092E1
3.537472082E0,-1.346250057E1,-4.436250305E1,-5.831250191E0,4.672551848E1
3.547472082E0,-1.344375038E1,-4.449375153E1,-5.456250191E0,4.679956213E1
3.557472082E0,-1.351875019E1,-4.473750305E1,-5.175000191E0,4.702107414E1
3.567472082E0,-1.348125076E1,-4.496250153E1,-4.781250000E0,4.718295261E1
3.577472082E0,-1.374375057E1,-4.513125229E1,-4.987500191E0,4.744044447E1
3.587472082E0,-1.383750057E1,-4.509375000E1,-4.987500191E0,4.743203421E1
3.597472082E0,-1.383750057E1,-4.490625000E1,-5.175000191E0,4.727397104E1
3.607472082E0,-1.376250076E1,-4.475625229E1,-5.475000381E0,4.714344255E1
3.617472082E0,-1.391250038E1,-4.458750153E1,-6.131250381E0,4.710833462E1
3.627472082E0,-1.391250038E1,-4.447500229E1,-6.600000381E0,4.706531101E1
3.637472082E0,-1.396875095E1,-4.426875305E1,-7.181250095E0,4.697253296E1
3.647472082E0,-1.389375019E1,-4.402500153E1,-7.650000095E0,4.679486676E1
3.657472082E0,-1.374375057E1,-4.396875000E1,-7.668750286E0,4.670065725E1
3.667472082E0,-1.363125038E1,-4.387500000E1,-7.650000095E0,4.657627200E1
3.677472082E0,-1.366875076E1,-4.413750076E1,-7.725000381E0,4.684687131E1
3.687472082E0,-1.355625057E1,-4.393125153E1,-7.725000381E0,4.661976428E1
3.697472082E0,-1.338750076E1,-4.391250229E1,-7.612500191E0,4.653475253E1
3.707472082E0,-1.338750076E1,-4.389375305E1,-7.293750286E0,4.646596095E1
3.717472082E0,-1.335000038E1,-4.402500153E1,-6.956250191E0,4.652754761E1
3.727472082E0,-1.351875019E1,-4.408125305E1,-6.862500191E0,4.661552731E1
3.737472082E0,-1.363125038E1,-4.410000229E1,-6.862500191E0,4.666599509E1
3.747472082E0,-1.363125038E1,-4.404375076E1,-7.012500286E0,4.663515979E1
3.757472082E0,-1.340625095E1,-4.396875000E1,-6.843750477E0,4.647381480E1
3.767472082E0,-1.336875057E1,-4.413750076E1,-6.900000095E0,4.663102472E1
3.777472082E0,-1.338750076E1,-4.421250153E1,-6.843750477E0,4.669911550E1
3.787472082E0,-1.333125019E1,-4.395000076E1,-7.200000286E0,4.648832975E1
3.797472082E0,-1.327500057E1,-4.396875000E1,-7.181250095E0,4.648706239E1
3.807472082E0,-1.318125057E1,-4.383750153E1,-7.387500286E0,4.636860001E1
3.817472082E0,-1.306875038E1,-4.381875229E1,-7.143750191E0,4.628075686E1
3.827472082E0,-1.297500038E1,-4.387500000E1,-7.181250095E0,4.631346038E1
3.837472082E0,-1.327500057E1,-4.404375076E1,-7.312500477E0,4.657843154E1
3.847472082E0,-1.333125019E1,-4.400625229E1,-7.125000477E0,4.652996995E1
3.857472082E0,-1.327500057E1,-4.406250000E1,-7.050000191E0,4.655568761E1
3.867472082E0,-1.331250095E1,-4.434375000E1,-6.825000286E0,4.679926789E1
3.877472082E0,-1.310625076E1,-4.426875305E1,-6.825000286E0,4.666987181E1
3.887472082E0,-1.299375057E1,-4.441875076E1,-6.375000477E0,4.671727308E1
3.897472082E0,-1.276875019E1,-4.460625076E1,-6.131250381E0,4.680118396E1
3.907472082E0,-1.273125076E1,-4.486875153E1,-5.606250286E0,4.697573471E1
3.917472082E0,-1.252500057E1,-4.475625229E1,-5.343750000E0,4.678197754E1
3.927472082E0,-1.241250038E1,-4.481250000E1,-5.343750000E0,4.680583282E1
3.937472082E0,-1.207500076E1,-4.473750305E1,-5.250000000E0,4.663488311E1
3.947472082E0,-1.166250038E1,-4.488750076E1,-5.043750286E0,4.665127069E1
3.957472082E0,-1.121250057E1,-4.481250000E1,-4.650000095E0,4.642739306E1
3.967472082E0,-1.074375057E1,-4.477500153E1,-4.387500286E0,4.625450353E1
3.977472082E0,-1.050000000E1,-4.479375076E1,-4.087500095E0,4.618915202E1
3.987472082E0,-9.993750572E0,-4.475625229E1,-3.825000048E0,4.601769002E1
3.997472082E0,-9.431250572E0,-4.496250153E1,-2.962500095E0,4.603641426E1
4.007472082E0,-9.037500381E0,-4.518750000E1,-2.418750048E0,4.614582236E1
4.017472082E0,-8.531250000E0,-4.522500229E1,-1.537500024E0,4.604831121E1
4.027472082E0,-8.193750381E0,-4.543125153E1,-1.068750024E0,4.617660000E1
4.037472082E0,-7.987500191E0,-4.580625153E1,-6.000000238E-1,4.650132082E1
4.047472082E0,-7.800000191E0,-4.616250229E1,-1.875000000E-1,4.681721667E1
4.057472082E0,-7.275000095E0,-4.621875000E1,2.250000089E-1,4.678834367E1
4.067472082E0,-6.993750095E0,-4.633125305E1,5.812500119E-1,4.685974180E1
4.077472082E0,-6.731250286E0,-4.655625153E1,6.187500358E-1,4.704441665E1
4.087472082E0,-6.300000191E0,-4.672500229E1,1.031250000E0,4.715908521E1
4.097472082E0,-6.150000095E0,-4.702500153E1,1.125000000E0,4.743879103E1
4.107472082E0,-5.643750191E0,-4.700625229E1,1.537500024E0,4.736880384E1
4.117472082E0,-5.400000095E0,-4.725000000E1,1.762500048E0,4.759021861E1
4.127472082E0,-4.931250095E0,-4.708125305E1,1.968750119E0,4.737971711E1
4.137472082E0,-4.406250000E0,-4.704375076E1,2.081250191E0,4.729546624E1
4.147472082E0,-4.143750191E0,-4.715625000E1,2.156250000E0,4.738704458E1
4.157472082E0,-3.675000191E0,-4.710000229E1,2.475000143E0,4.730794297E1
4.167472082E0,-3.281250238E0,-4.719375229E1,2.906250000E0,4.739686854E1
4.177472082E0,-2.887500048E0,-4.726875305E1,3.300000191E0,4.747170392E1
4.187472082E0,-2.587500095E0,-4.734375000E1,3.656250238E0,4.755516782E1
4.197472082E0,-2.137500048E0,-4.710000229E1,3.900000095E0,4.730950351E1
4.207472082E0,-1.800000072E0,-4.732500076E1,4.162500381E0,4.754179327E1
4.217472082E0,-1.500000000E0,-4.756875229E1,4.518750191E0,4.780643573E1
4.227472082E0,-8.812500238E-1,-4.764375305E1,4.950000286E0,4.790831148E1
4.237472082E0,-4.500000179E-1,-4.779375076E1,5.175000191E0,4.807520919E1
4.247472082E0,-0.000000000E0,-4.779375076E1,5.231250286E0,4.807919084E1
4.257472082E0,4.875000119E-1,-4.766250229E1,5.362500191E0,4.796569805E1
4.267472082E0,8.812500238E-1,-4.749375153E1,5.493750095E0,4.781855629E1
4.277472082E0,1.556250095E0,-4.740000153E1,5.643750191E0,4.776017143E1
4.287472082E0,2.100000143E0,-4.732500076E1,5.625000000E0,4.770436377E1
4.297472082E0,2.587500095E0,-4.711875153E1,5.831250191E0,4.754866329E1
4.307472082E0,3.037500143E0,-4.702500153E1,5.981250286E0,4.750107926E1
4.317472082E0,3.637500048E0,-4.689375305E1,6.356250286E0,4.746216809E1
4.327472082E0,4.293750286E0,-4.663125229E1,6.581250191E0,4.728871785E1
4.337472082E0,4.781250000E0,-4.661250305E1,6.675000191E0,4.733013226E1
4.347472082E0,5.362500191E0,-4.663125229E1,6.787500381E0,4.742678842E1
4.357472082E0,5.943750381E0,-4.666875076E1,6.843750477E0,4.754090225E1
4.367472082E0,6.543750286E0,-4.655625153E1,7.125000477E0,4.755071877E1
4.377472082E0,7.143750191E0,-4.650000000E1,7.162500381E0,4.758765153E1
4.387472082E0,7.856250286E0,-4.638750076E1,7.387500286E0,4.762453208E1
4.397472082E0,8.381250381E0,-4.612500000E1,7.050000191E0,4.740742015E1
4.407472082E0,8.831250191E0,-4.620000076E1,6.993750095E0,4.755358652E1
4.417472082E0,9.581250191E0,-4.603125000E1,7.087500095E0,4.754901670E1
4.427472082E0,1.005000019E1,-4.599375153E1,7.068750381E0,4.760666881E1
4.437472082E0,1.035000038E1,-4.603125000E1,7.031250477E0,4.770154052E1
4.447472082E0,1.106250000E1,-4.578750229E1,6.731250286E0,4.758344252E1
4.457472082E0,1.143750000E1,-4.578750229E1,6.712500095E0,4.766937622E1
4.467472082E0,1.188750076E1,-4.567500305E1,6.318750381E0,4.761769823E1
4.477472082E0,1.245000076E1,-4.571250153E1,6.225000381E0,4.778478779E1
4.487472082E0,1.291875076E1,-4.558125305E1,5.868750095E0,4.773873667E1
4.497472082E0,1.323750019E1,-4.546875000E1,5.456250191E0,4.766979446E1
4.507472082E0,1.370625019E1,-4.524375153E1,5.193750381E0,4.755873621E1
4.517472082E0,1.447500038E1,-4.496250153E1,5.081250191E0,4.750759185E1
4.527472082E0,1.468125057E1,-4.507500076E1,5.137500286E0,4.768321215E1
4.537472082E0,1.524375057E1,-4.471875000E1,5.006250381E0,4.751001027E1
4.547472082E0,1.561875057E1,-4.473750305E1,5.118750095E0,4.766121223E1
4.557472082E0,1.580625057E1,-4.464375305E1,4.856250286E0,4.760761925E1
4.567472082E0,1.644375038E1,-4.434375000E1,4.650000095E0,4.752249564E1
4.577472082E0,1.668750000E1,-4.440000153E1,4.518750191E0,4.764716041E1
4.587472082E0,1.725000000E1,-4.419375229E1,4.256250381E0,4.763156421E1
4.597472082E0,1.710000038E1,-4.423125076E1,4.218750000E0,4.760894253E1
4.607472082E0,1.751250076E1,-4.393125153E1,4.031250000E0,4.746465548E1
4.617472082E0,1.783125114E1,-4.389375305E1,3.675000191E0,4.751968751E1
4.627472082E0,1.835625076E1,-4.365000153E1,3.206250191E0,4.746108528E1
4.637472082E0,1.891875076E1,-4.340625000E1,3.037500143E0,4.744731896E1
4.647472082E0,1.918125153E1,-4.340625000E1,2.962500095E0,4.754786384E1
4.657472082E0,1.980000114E1,-4.308750153E1,2.793750048E0,4.750134601E1
4.667472082E0,1.989375114E1,-4.303125000E1,2.531250000E0,4.747480424E1
4.677472082E0,2.036250114E1,-4.278750229E1,2.250000000E0,4.743905885E1
4.687472082E0,2.062500000E1,-4.278750229E1,1.912500024E0,4.753754972E1
4.697472082E0,2.086875153E1,-4.275000000E1,1.687500119E0,4.760162757E1
4.707472082E0,2.105625153E1,-4.252500153E1,1.518750072E0,4.747681629E1
4.717472082E0,2.126250076E1,-4.237500000E1,1.425000072E0,4.743168971E1
4.727472082E0,2.143125153E1,-4.230000305E1,1.425000072E0,4.744069377E1
4.737472082E0,2.171250153E1,-4.215000153E1,1.181250095E0,4.742837445E1
4.747472082E0,2.210625076E1,-4.194375229E1,1.125000000E0,4.742605090E1
4.757472082E0,2.255625153E1,-4.179375076E1,8.812500238E-1,4.750030197E1
4.767472082E0,2.296875000E1,-4.160625076E1,9.750000238E-1,4.753518911E1
4.777472082E0,2.345625114E1,-4.117500305E1,8.437500596E-1,4.739502620E1
4.787472082E0,2.375625038E1,-4.110000229E1,6.000000238E-1,4.747556867E1
4.797472082E0,2.394375038E1,-4.106250000E1,2.250000089E-1,4.753401638E1
4.807472082E0,2.424375153E1,-4.076250076E1,-1.687500030E-1,4.742751768E1
4.817472082E0,2.441250038E1,-4.066875076E1,-3.750000000E-1,4.743477721E1
4.827472082E0,2.461875153E1,-4.074375153E1,-3.750000000E-1,4.760542868E1
4.837472082E0,2.503125191E1,-4.051875305E1,-4.312500060E-1,4.762897120E1
4.847472082E0,2.514375114E1,-4.027500153E1,-7.875000238E-1,4.748583079E1
4.857472082E0,2.527500153E1,-4.023750305E1,-8.437500596E-1,4.752467010E1
4.867472082E0,2.557500076E1,-3.995625305E1,-9.937500358E-1,4.745071507E1
4.877472082E0,2.587500191E1,-3.980625153E1,-1.012500048E0,4.748766725E1
4.887472082E0,2.596875191E1,-3.975000000E1,-1.331250072E0,4.749958739E1
4.897472082E0,2.610000038E1,-3.961875153E1,-1.462500095E0,4.746571814E1
4.907472082E0,2.630625153E1,-3.946875000E1,-1.762500048E0,4.746480277E1
4.917472082E0,2.613750076E1,-3.952500153E1,-2.156250000E0,4.743462982E1
4.927472082E0,2.625000191E1,-3.935625076E1,-2.418750048E0,4.736905557E1
4.937472082E0,2.638125038E1,-3.924375153E1,-2.531250000E0,4.735451016E1
4.947472082E0,2.630625153E1,-3.926250076E1,-2.662500143E0,4.733552305E1
4.957472082E0,2.651250076E1,-3.907500076E1,-2.981250048E0,4.731444001E1
4.967472082E0,2.688750076E1,-3.879375076E1,-2.868750095E0,4.728765719E1
4.977472082E0,2.716875076E1,-3.864375305E1,-2.943750143E0,4.733018416E1
4.987472082E0,2.735625076E1,-3.845625305E1,-3.131250143E0,4.729749023E1
4.997472082E0,2.767500114E1,-3.832500076E1,-3.056250095E0,4.737142637E1
5.007472082E0,2.786250114E1,-3.825000000E1,-3.112500191E0,4.742435163E1
5.017472082E0,2.773125076E1,-3.826875305E1,-3.150000095E0,4.736498949E1
5.027472082E0,2.780625153E1,-3.834375000E1,-3.150000095E0,4.746949851E1
5.037472082E0,2.775000191E1,-3.830625153E1,-2.943750143E0,4.739300768E1
5.047472082E0,2.767500114E1,-3.830625153E1,-3.018750191E0,4.735385356E1
5.057472082E0,2.767500114E1,-3.819375229E1,-2.943750143E0,4.725816403E1
5.067472082E0,2.760000038E1,-3.815625000E1,-3.000000000E0,4.718749236E1
5.077472082E0,2.745000076E1,-3.819375229E1,-3.018750191E0,4.713149805E1
5.087472082E0,2.739375114E1,-3.821250153E1,-3.112500191E0,4.712006507E1
5.097472082E0,2.752500153E1,-3.828750229E1,-3.262500048E0,4.726735075E1
5.107472082E0,2.756250191E1,-3.810000229E1,-3.318750143E0,4.714144449E1
5.117472082E0,2.767500114E1,-3.802500153E1,-3.618750095E0,4.716886454E1
5.127472082E0,2.771250153E1,-3.806250000E1,-3.637500048E0,4.722253756E1
5.137472082E0,2.761875153E1,-3.810000229E1,-3.993750095E0,4.722664132E1
5.147472082E0,2.769375038E1,-3.796875000E1,-3.918750048E0,4.715852403E1
5.157472082E0,2.775000191E1,-3.781875229E1,-4.068750381E0,4.708370589E1
5.167472082E0,2.790000153E1,-3.770625305E1,-3.862500191E0,4.706474808E1
5.177472082E0,2.805000114E1,-3.759375000E1,-3.975000143E0,4.707327511E1
5.187472082E0,2.808750153E1,-3.766875076E1,-3.993750095E0,4.715710515E1
5.197472082E0,2.801250076E1,-3.778125000E1,-3.843750238E0,4.719001448E1
5.207472082E0,2.801250076E1,-3.783750153E1,-3.975000143E0,4.724592413E1
5.217472082E0,2.801250076E1,-3.800625229E1,-3.787500143E0,4.736581646E1
5.227472082E0,2.799375153E1,-3.830625153E1,-3.825000048E0,4.759884091E1
5.237472082E0,2.805000114E1,-3.817500305E1,-3.881250143E0,4.753101645E1
5.247472082E0,2.793750191E1,-3.845625305E1,-4.143750191E0,4.771329036E1
5.257472082E0,2.780625153E1,-3.847500229E1,-4.293750286E0,4.766497369E1
5.267472082E0,2.778750038E1,-3.853125000E1,-4.593750000E0,4.772740243E1
5.277472082E0,2.769375038E1,-3.845625305E1,-4.593750000E0,4.761228568E1
5.287472082E0,2.780625153E1,-3.841875076E1,-4.518750191E0,4.764039397E1
5.297472082E0,2.775000191E1,-3.819375229E1,-4.668750286E0,4.744072669E1
5.307472082E0,2.741250038E1,-3.811875153E1,-4.818750381E0,4.719856725E1
5.317472082E0,2.735625076E1,-3.823125076E1,-4.443750381E0,4.722012186E1
5.327472082E0,2.737500191E1,-3.811875153E1,-4.237500191E0,4.712097575E1
5.337472082E0,2.743125153E1,-3.817500305E1,-4.143750191E0,4.719083686E1
5.347472082E0,2.730000114E1,-3.815625000E1,-3.843750238E0,4.707402567E1
5.357472082E0,2.743125153E1,-3.823125076E1,-3.862500191E0,4.721250897E1
5.367472082E0,2.731875038E1,-3.823125076E1,-3.731250048E0,4.713666178E1
5.377472082E0,2.731875038E1,-3.828750229E1,-3.393750191E0,4.715680751E1
5.387472082E0,2.765625191E1,-3.819375229E1,-3.168750048E0,4.726173886E1
5.397472082E0,2.765625191E1,-3.819375229E1,-3.300000191E0,4.727072016E1
5.407472082E0,2.771250153E1,-3.813750076E1,-3.281250238E0,4.725693926E1
5.417472082E0,2.752500153E1,-3.828750229E1,-3.262500048E0,4.726735075E1
5.427472082E0,2.771250153E1,-3.817500305E1,-3.131250143E0,4.727703804E1
5.437472082E0,2.773125076E1,-3.808125305E1,-3.187500238E0,4.721614407E1
5.447472082E0,2.758125114E1,-3.815625000E1,-3.093750238E0,4.718258280E1
5.457472082E0,2.773125076E1,-3.802500153E1,-3.075000048E0,4.716331875E1
5.467472082E0,2.775000191E1,-3.800625229E1,-3.112500191E0,4.716169501E1
5.477472082E0,2.769375038E1,-3.795000076E1,-3.000000000E0,4.707596380E1
5.487472082E0,2.745000076E1,-3.810000229E1,-3.000000000E0,4.705435916E1
5.497472082E0,2.750625038E1,-3.810000229E1,-2.756250143E0,4.707229439E1
5.507472082E0,2.709375191E1,-3.825000000E1,-2.643750191E0,4.694809163E1
5.517472082E0,2.718750191E1,-3.838125229E1,-2.400000095E0,4.709608039E1
5.527472082E0,2.741250038E1,-3.817500305E1,-2.456250191E0,4.706175942E1
5.537472082E0,2.713125038E1,-3.853125000E1,-2.812500000E0,4.720881411E1
5.547472082E0,2.707500076E1,-3.845625305E1,-2.737500191E0,4.711085833E1
5.557472082E0,2.703750038E1,-3.858750153E1,-2.775000095E0,4.719875344E1
5.567472082E0,2.703750038E1,-3.864375305E1,-2.775000095E0,4.724475317E1
5.577472082E0,2.696250153E1,-3.873750305E1,-2.531250000E0,4.726497496E1
5.587472082E0,2.728125191E1,-3.886875153E1,-2.718750000E0,4.756509384E1
5.597472082E0,2.692500114E1,-3.901875305E1,-2.831250191E0,4.749141769E1
5.607472082E0,2.653125191E1,-3.920625305E1,-2.850000143E0,4.742531083E1
5.617472082E0,2.675625038E1,-3.913125229E1,-2.493750095E0,4.746968116E1
5.627472082E0,2.673750114E1,-3.933750153E1,-2.512500048E0,4.763030181E1
5.637472082E0,2.671875191E1,-3.935625076E1,-2.343750000E0,4.762666629E1
5.647472082E0,2.683125114E1,-3.922500229E1,-2.231250048E0,4.757620539E1
5.657472082E0,2.688750076E1,-3.907500076E1,-2.662500143E0,4.750665521E1
5.667472082E0,2.683125114E1,-3.890625000E1,-2.700000048E0,4.733816988E1
5.677472082E0,2.686875153E1,-3.877500153E1,-2.700000048E0,4.725167248E1
5.687472082E0,2.705625153E1,-3.875625229E1,-2.812500000E0,4.734974123E1
5.697472082E0,2.703750038E1,-3.877500153E1,-2.906250000E0,4.736004074E1
5.707472082E0,2.701875114E1,-3.881250000E1,-2.868750095E0,4.737776690E1
5.717472082E0,2.703750038E1,-3.881250000E1,-3.056250095E0,4.740018194E1
5.727472082E0,2.681250191E1,-3.896250153E1,-3.187500238E0,4.740408149E1
5.737472082E0,2.668125153E1,-3.913125229E1,-3.000000000E0,4.745676020E1
5.747472082E0,2.681250191E1,-3.905625153E1,-2.962500095E0,4.746659297E1
5.757472082E0,2.683125114E1,-3.903750229E1,-2.850000143E0,4.745487460E1
5.767472082E0,2.670000076E1,-3.913125229E1,-2.850000143E0,4.745805988E1
5.777472082E0,2.660625076E1,-3.909375000E1,-2.812500000E0,4.737218620E1
5.787472082E0,2.647500038E1,-3.900000000E1,-2.925000191E0,4.722797128E1
5.797472082E0,2.658750153E1,-3.883125305E1,-2.793750048E0,4.714410345E1
5.807472082E0,2.686875153E1,-3.881250000E1,-2.812500000E0,4.728900634E1
5.817472082E0,2.694375038E1,-3.870000076E1,-2.925000191E0,4.724628419E1
5.827472082E0,2.690625191E1,-3.871875000E1,-2.887500048E0,4.723796831E1
5.837472082E0,2.696250153E1,-3.877500153E1,-2.925000191E0,4.731841986E1
5.847472082E0,2.711250114E1,-3.870000076E1,-2.737500191E0,4.733150837E1
5.857472082E0,2.709375191E1,-3.886875153E1,-2.831250191E0,4.746437838E1
5.867472082E0,2.743125153E1,-3.881250000E1,-3.037500143E0,4.762467977E1
5.877472082E0,2.730000114E1,-3.900000000E1,-3.393750191E0,4.772638267E1
5.887472082E0,2.718750191E1,-3.890625000E1,-3.468750238E0,4.759084762E1
5.897472082E0,2.741250038E1,-3.858750153E1,-3.750000238E0,4.748160647E1
5.907472082E0,2.735625076E1,-3.868125153E1,-3.843750238E0,4.753291587E1
5.917472082E0,2.726250076E1,-3.866250229E1,-3.843750238E0,4.746374877E1
5.927472082E0,2.754375076E1,-3.860625076E1,-4.012500286E0,4.759412740E1
5.937472082E0,2.733750153E1,-3.862500000E1,-3.956250191E0,4.748559287E1
5.947472082E0,2.713125038E1,-3.856875229E1,-3.712500095E0,4.730154392E1
5.957472082E0,2.707500076E1,-3.855000305E1,-3.600000143E0,4.724530032E1
5.967472082E0,2.715000153E1,-3.847500229E1,-3.600000143E0,4.722719963E1
5.977472082E0,2.690625191E1,-3.871875000E1,-3.450000048E0,4.727568607E1
5.987472082E0,2.696250153E1,-3.860625076E1,-3.525000095E0,4.722123158E1
5.997472082E0,2.696250153E1,-3.855000305E1,-3.543750048E0,4.717666148E1
6.007472082E0,2.653125191E1,-3.871875000E1,-3.525000095E0,4.706882785E1
6.017472082E0,2.677500153E1,-3.847500229E1,-3.562500238E0,4.700976405E1
6.027472082E0,2.666250038E1,-3.862500000E1,-3.600000143E0,4.707164277E1
6.037472082E0,2.675625038E1,-3.864375305E1,-3.412500143E0,4.712623199E1
6.047472082E0,2.670000076E1,-3.875625229E1,-3.075000048E0,4.716346846E1
6.057472082E0,2.671875191E1,-3.883125305E1,-2.943750143E0,4.722736052E1
6.067472082E0,2.668125153E1,-3.881250000E1,-2.775000095E0,4.718050407E1
6.077472082E0,2.660625076E1,-3.879375076E1,-2.606250048E0,4.711305782E1
6.087472082E0,2.673750114E1,-3.856875229E1,-2.475000143E0,4.699540665E1
6.097472082E0,2.656875038E1,-3.873750305E1,-2.325000048E0,4.703082250E1
6.107472082E0,2.643750191E1,-3.886875153E1,-2.118750095E0,4.705539772E1
6.117472082E0,2.640000153E1,-3.894375229E1,-2.025000095E0,4.709221324E1
6.127472082E0,2.623125076E1,-3.901875305E1,-2.137500048E0,4.706496056E1
6.137472082E0,2.608125114E1,-3.909375000E1,-1.725000024E0,4.702689204E1
6.147472082E0,2.585625076E1,-3.935625076E1,-1.331250072E0,4.710872960E1
6.157472082E0,2.578125191E1,-3.937500000E1,-1.218750000E0,4.708023924E1
6.167472082E0,2.559375191E1,-3.965625000E1,-8.437500596E-1,4.720561635E1
6.177472082E0,2.548125076E1,-3.969375229E1,-4.500000179E-1,4.717086613E1
6.187472082E0,2.514375114E1,-4.001250076E1,-2.062500119E-1,4.725728492E1
